,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
1/23/2006,407.38,428.39,405.73,427.5,10.72059344,45437300,0,1
1/24/2006,436.03,444.95,434.48,443.03,11.11004565,30898200,0,1
1/25/2006,451.26,454.23,429.22,433,10.85851921,37442100,0,1
1/26/2006,439.54,439.99,423.56,434.265,10.89024213,25826300,0,1
1/27/2006,435.22,438.22,428.98,433.49,10.87080714,16887400,0,1
1/30/2006,429.39,433.28,425,426.82,10.70354081,17160600,0,1
1/31/2006,430.66,439.6,423.973,432.6601,10.8499954,44087800,0,1
2/1/2006,389.86,402,387.52,401.78,10.07560242,54190700,0,1
2/2/2006,403.93,406.5,395.98,396.04,9.931658077,23591700,0,1
2/3/2006,393.79,393.9,372.57,381.555,9.56841177,36527000,0,1
2/6/2006,385.25,389.9,379.56,385.1,9.657311194,17862900,0,1
2/7/2006,383.14,383.7,363.345,367.92,9.226481264,33227100,0,1
2/8/2006,368.24,370.69,354.67,369.08,9.255571061,41566500,0,1
2/9/2006,371.45,374.4,356.11,358.77,8.997022948,23800900,0,1
2/10/2006,362,364.5,353.14,362.61,9.093320208,30416500,0,1
2/13/2006,344.3,350.6,341.89,345.7,8.669261179,39396100,0,1
2/14/2006,345.3,351.69,342.4,343.32,8.609576939,29278600,0,1
2/15/2006,341.4,346,337.83,342.38,8.586004172,25868100,0,1
2/16/2006,345.86,367,344.49,366.46,9.189868243,42588300,0,1
2/17/2006,369.99,372.14,363.62,368.75,9.247295515,28611700,0,1
2/21/2006,366.32,373.54,365.11,366.59,9.193128306,17354600,0,1
2/22/2006,367.15,368.95,363.86,365.49,9.165543154,12939400,0,1
2/23/2006,365.41,381.24,365.39,378.07,9.481016991,25078000,0,1
2/24/2006,377.3,380.07,373.49,377.4,9.464215125,12955600,0,1
2/27/2006,381.2,391.7,380.28,390.375,9.789594541,20403900,0,1
2/28/2006,392.65,397.54,338.51,362.62,9.093570982,78796300,0,1
3/1/2006,369,369.45,361.3,364.8,9.14823974,24098200,0,1
3/2/2006,364.42,381.1,362.2,376.45,9.440391584,36623900,0,1
3/3/2006,384.3,387.24,375.76,378.18,9.483775506,23900000,0,1
3/6/2006,380.66,383.4,367.14,368.1,9.230995198,17861500,0,1
3/7/2006,364.42,368.45,358.15,364.45,9.139462646,20736800,0,1
3/8/2006,353.78,360.03,350.5411,353.88,8.874394405,23467700,0,1
3/9/2006,355.47,358.53,341.5,343,8.601552168,27792900,0,1
3/10/2006,343.5,344.5,331.55,337.5,8.463626404,38612500,0,1
3/13/2006,339.72,346.1,335.45,337.06,8.452592343,27257500,0,1
3/14/2006,336.59,352.37,332.62,351.16,8.806183846,36864400,0,1
3/15/2006,350.87,352.3,340.53,344.5,8.639168285,25512000,0,1
3/16/2006,348.7,348.75,337.9,338.77,8.495474717,20013300,0,1
3/17/2006,338.94,341.78,334.93,339.79,8.521053676,17086200,0,1
3/20/2006,342.01,350.09,341.54,348.19,8.731703934,20794300,0,1
3/21/2006,349.97,351.66,339.08,339.92,8.52431374,19642500,0,1
3/22/2006,339.91,344.1,337.5,340.22,8.531836963,15176800,0,1
3/23/2006,342.27,345.75,340.2,341.89,8.573716241,14854500,0,1
3/24/2006,368.52,370.09,362.51,365.8,9.173317151,30330800,0,1
3/27/2006,367.25,371.71,365,369.69,9.270868282,14033300,0,1
3/28/2006,372,377.86,371.17,377.2,9.459199643,17873700,0,1
3/29/2006,380,399,379.51,394.98,9.905076021,38016900,0,1
3/30/2006,389.22,393.5,383.61,388.44,9.741069749,29393900,0,1
3/31/2006,388.75,391.87,384.03,390,9.780190511,72969700,0,1
4/3/2006,389.75,392.47,387.93,389.7,9.772667288,16229100,0,1
4/4/2006,390,404.9,388.14,404.34,10.13980059,31399900,0,1
4/5/2006,407.7,414.57,402.82,407.99,10.23133315,26794100,0,1
4/6/2006,407,413.89,405.43,411.18,10.31133009,17179800,0,1
4/7/2006,412.56,412.85,404.02,406.16,10.18544148,14037700,0,1
4/10/2006,407.61,417.17,405.25,416.38,10.44173263,18621500,0,1
4/11/2006,416.38,419.1,406.22,409.66,10.27321242,22192100,0,1
4/12/2006,409.15,411.33,405.19,408.95,10.25540746,12021900,0,1
4/13/2006,408.81,409.76,400.5,402.16,10.08513184,13092600,0,1
4/17/2006,403.78,412.5,400.84,406.82,10.20199257,16502400,0,1
4/18/2006,407.54,409.83,401.5,404.24,10.13729285,16258900,0,1
4/19/2006,412.37,413.64,406.73,410.5,10.29427745,13549800,0,1
4/20/2006,411.9,436.99,408.2,415,10.4071258,24518400,0,1
4/21/2006,450,450.72,436.17,437.1,10.9613366,45057400,0,1
4/24/2006,439.34,444.7,436.52,440.5,11.0465998,17655100,0,1
4/25/2006,439.43,441.04,426,427.16,10.71206713,19118800,0,1
4/26/2006,428.7,430.04,423.53,425.97,10.68222501,14541000,0,1
4/27/2006,422.77,426.91,419.39,420.03,10.53326518,16659100,0,1
4/28/2006,417.73,425.73,416.3,417.94,10.48085339,14827700,0,1
5/1/2006,417.85,419.44,398.55,398.9,10.00337947,20701600,0,1
5/2/2006,401,402.49,388.4,394.8,9.900562087,26182300,0,1
5/3/2006,396.55,401.5,390.88,394.17,9.884763317,16128200,0,1
5/4/2006,395.03,398.87,392.21,394.75,9.899308216,9294600,0,1
5/5/2006,397.6,400.68,391.78,394.3,9.888023381,12117800,0,1
5/8/2006,395.11,397.12,390.05,394.78,9.900060538,10226900,0,1
5/9/2006,395.7,409,393.75,408.8,10.25164585,18262900,0,1
5/10/2006,408.31,411.71,401.86,402.98,10.10569531,12362000,0,1
5/11/2006,403.42,404.71,384.98,387,9.704958276,17767800,0,1
5/12/2006,383.5,384.87,373.55,374.13,9.38221199,20155000,0,1
5/15/2006,375.93,380.15,368.25,376.2,9.434122232,17163000,0,1
5/16/2006,375.99,376.86,369.89,371.3,9.311242915,12969200,0,1
5/17/2006,370.61,379.84,370.22,374.5,9.391490632,21266300,0,1
5/18/2006,378.78,381.81,370.71,370.99,9.303468917,11658300,0,1
5/19/2006,373.28,374.5,360.57,370.02,9.279143828,22773600,0,1
5/22/2006,367.85,373.03,365.25,370.95,9.302465821,17191500,0,1
5/23/2006,374.21,383.88,373.56,375.58,9.418574236,17948000,0,1
5/24/2006,377.35,383.44,371.61,381.25,9.56076316,19088400,0,1
5/25/2006,379.08,383,372.31,382.99,9.604397856,16372800,0,1
5/26/2006,384.55,385.88,380.03,381.35,9.563270901,7326600,0,1
5/30/2006,378.28,381,371.45,371.94,9.327292458,8623300,0,1
5/31/2006,373.8022,378.25,366.78,371.82,9.324283169,15946600,0,1
6/1/2006,373.54,382.99,371.6,382.62,9.595119214,12543400,0,1
6/2/2006,386.84,387.08,377.45,379.44,9.515373045,12760000,0,1
6/5/2006,376.18,381.45,374.15,374.44,9.389985987,11105800,0,1
6/6/2006,376.585,390,376.3,389.99,9.779939737,20499000,0,1
6/7/2006,393.24,394.86,386.5,386.51,9.692670345,17804700,0,1
6/8/2006,387.75,394.27,378.59,393.3,9.862945969,20698200,0,1
6/9/2006,392.19,395.43,387.25,388.2904,9.737318168,12302600,0,1
6/12/2006,386.85,390.49,381,381.54,9.568035609,10028100,0,1
6/13/2006,380.9,387,378.12,386.525,9.693046506,15302800,0,1
6/14/2006,389.83,391.1,378.52,384.39,9.639506232,15528400,0,1
6/15/2006,386.62,392.25,383,391,9.805267923,13557800,0,1
6/16/2006,389.1,390.93,388,390.7,9.797744699,10598500,0,1
6/19/2006,390.85,394.8,386.98,388.14,9.733546526,15250900,0,1
6/20/2006,388.03,391.87,386.51,387.17,9.709221436,8071700,0,1
6/21/2006,391.06,404,389.75,402.13,10.08437951,17471300,0,1
6/22/2006,401.58,406,388,399.95,10.02971076,11811900,0,1
6/23/2006,402.76,409.75,400.74,404.86,10.15284085,10618900,0,1
6/26/2006,406.75,408.3,403.25,404.22,10.1367913,7095200,0,1
6/27/2006,405.71,408,401.01,402.32,10.08914422,8205900,0,1
6/28/2006,404.01,406.48,401.13,406.11,10.18418761,7413500,0,1
6/29/2006,407.99,418.2,405.82,417.81,10.47759333,13303000,0,1
6/30/2006,415.6,419.33,412.33,419.33,10.51571099,12503400,0,1
7/3/2006,420.04,423.77,419.45,423.2,10.61276058,4309000,0,1
7/5/2006,421.52,422.8,415.64,421.46,10.56912588,9961200,0,1
7/6/2006,423.375,425.38,421.98,423.19,10.6125098,7366800,0,1
7/7/2006,426.05,427.89,415.88,420.45,10.54379769,12071700,0,1
7/10/2006,423.44,425.23,416.38,418.2,10.48737352,8863900,0,1
7/11/2006,418.505,425.05,413.03,424.56,10.64686585,11930600,0,1
7/12/2006,422.09,422.74,416.73,417.25,10.46354998,9803500,0,1
7/13/2006,414,418.34,406.83,408.83,10.25239817,13835100,0,1
7/14/2006,410.33,411.49,398.61,403.5,10.11873557,15089000,0,1
7/17/2006,404.625,411,403.72,407.89,10.2288254,11612100,0,1
7/18/2006,409.75,410.57,397.74,403.05,10.10745073,17056500,0,1
7/19/2006,395.01,401.14,394.66,399,10.00588722,17019900,0,1
7/20/2006,404.28,404.44,385.66,387.12,9.707967566,25052300,0,1
7/21/2006,386.14,391.75,377.69,390.108,9.782898872,23485600,0,1
7/24/2006,392.82,393.89,381.21,390.9,9.802760182,16156000,0,1
7/25/2006,385.02,391.31,383.8,389.36,9.764140968,11510600,0,1
7/26/2006,388.2,391.91,383,385.5,9.667342159,11052700,0,1
7/27/2006,387.37,387.49,377.95,382.4,9.589602183,11270900,0,1
7/28/2006,382,389.56,381.73,388.12,9.733044977,8159000,0,1
7/31/2006,388,389.17,383.31,386.6,9.694927312,9181400,0,1
8/1/2006,385.11,385.77,375.51,375.51,9.416818818,10915400,0,1
8/2/2006,375.6,377.17,365.2,367.23,9.20917785,14181400,0,1
8/3/2006,364.98,377.91,363.36,375.39,9.413809528,12641300,0,1
8/4/2006,379.56,380.68,371.75,373.85,9.375190314,10180200,0,1
8/7/2006,371.5,379.73,371.15,377.95,9.478007702,7885900,0,1
8/8/2006,382.82,384.5,379.09,381,9.554493807,11474900,0,1
8/9/2006,382.8,384.68,376.36,376.94,9.452679516,8613300,0,1
8/10/2006,373.88,377.67,372.46,374.2,9.383967408,8515200,0,1
8/11/2006,373.88,375.28,368,368.5,9.241026162,7525400,0,1
8/14/2006,371.5,375.13,368.67,369.43,9.264348155,9926600,0,1
8/15/2006,374.11,381.6699,372.6,380.97,9.553741485,13383000,0,1
8/16/2006,383.48,388.45,382.12,387.72,9.723014013,11694600,0,1
8/17/2006,386.39,390,383.92,385.8,9.674865383,10150200,0,1
8/18/2006,386.31,387.09,380.75,383.36,9.613676498,9894400,0,1
8/21/2006,378.1,379,375.22,377.3,9.461707384,8038500,0,1
8/22/2006,377.7341,379.26,374.84,378.29,9.486534022,8319800,0,1
8/23/2006,377.64,378.27,372.66,373.43,9.364657802,7277300,0,1
8/24/2006,374.44,376.4,372.26,373.73,9.372181025,6958000,0,1
8/25/2006,373.08,375.32,372.5,373.26,9.360394642,4928400,0,1
8/28/2006,375.61,380.95,375,380.95,9.553239936,8319600,0,1
8/29/2006,380.78,382.32,377.2,378.95,9.503085113,8911000,0,1
8/30/2006,379.21,384.65,378.51,380.75,9.548224454,8080700,0,1
8/31/2006,381.4941,382.15,378.2,378.53,9.492552601,5913800,0,1
9/1/2006,380.995,381.28,377.19,378.6,9.494308019,5340400,0,1
9/5/2006,379.87,385.4,377.44,384.36,9.63875391,8140400,0,1
9/6/2006,382.1,383.19,379.66,380.14,9.532927233,7440700,0,1
9/7/2006,379.39,381.75,377.4,378.49,9.491549504,7676300,0,1
9/8/2006,376.72,380.79,376.72,377.85,9.475499961,6160600,0,1
9/11/2006,378.26,384.69,377.77,384.09,9.631983009,9049300,0,1
9/12/2006,385,392.73,384.88,391.9,9.827837593,10873500,0,1
9/13/2006,395.15,406.76,395.1,406.57,10.19572322,19516800,0,1
9/14/2006,404.3,406.28,401.93,403.98,10.13077272,10721400,0,1
9/15/2006,407.48,410.05,406.74,409.88,10.27872945,15660700,0,1
9/18/2006,410,418.69,409.47,414.69,10.3993518,14199100,0,1
9/19/2006,415.46,415.49,392.74,403.81,10.12650956,28557200,0,1
9/20/2006,407.1,407.39,394.62,397,9.955732392,18277300,0,1
9/21/2006,400.3,408.45,399.86,406.85,10.2027449,21362800,0,1
9/22/2006,404.98,407.45,401.36,403.78,10.12575724,9289900,0,1
9/25/2006,405.58,409.45,402.5,403.98,10.13077272,11463100,0,1
9/26/2006,405.5,407.68,401.77,406.87,10.20324644,10568200,0,1
9/27/2006,406.3,411.22,402.37,402.92,10.10419067,11741600,0,1
9/28/2006,404.08,406.98,400.54,403.58,10.12074176,10204500,0,1
9/29/2006,405.125,405.62,401.41,401.9,10.07861171,6615100,0,1
10/2/2006,401.9,406,400.8,401.44,10.0670761,7296400,0,1
10/3/2006,401.29,406.46,398.19,404.04,10.13227737,10918400,0,1
10/4/2006,404.97,415.77,403.05,415.7,10.42467999,13310200,0,1
10/5/2006,414.7,418.24,410.86,411.81,10.32712886,11568000,0,1
10/6/2006,410.22,421.91,409.7501,420.5,10.54505156,14658300,0,1
10/9/2006,424.8,431.95,423.42,429,10.75820956,15151400,0,1
10/10/2006,431.56,437.85,422.39,426.65,10.69927765,19557600,0,1
10/11/2006,425.02,429.91,423.76,426.5,10.69551603,11259500,0,1
10/12/2006,428.56,429.68,424,427.44,10.7190888,9678300,0,1
10/13/2006,427.76,429.5,425.56,427.3,10.71557796,7237700,0,1
10/16/2006,427.7,429.2,421.34,421.75,10.57639833,8630100,0,1
10/17/2006,420.3,423.75,416.702,420.64,10.5485624,10411500,0,1
10/18/2006,422.995,424.75,417.5,419.31,10.51520944,12022500,0,1
10/19/2006,420.23,454.91,419.57,426.06,10.68448197,22983900,0,1
10/20/2006,458.99,460.1,453.59,459.67,11.52733378,23272500,0,1
10/23/2006,462.28,484.64,460.37,480.78,12.05671793,30178700,0,1
10/24/2006,476.28,477.86,471.41,473.31,11.86938967,17303000,0,1
10/25/2006,477.49,488.5,475.11,486.601,12.20269355,18356600,0,1
10/26/2006,487.68,491.96,484.2,485.1,12.16505235,14049300,0,1
10/27/2006,483.901,485.24,472.49,475.2,11.91678598,13194700,0,1
10/30/2006,474.82,480.46,470.01,476.57,11.95114203,13113000,0,1
10/31/2006,478.06,482.16,473.84,476.39,11.9466281,12558200,0,1
11/1/2006,478.755,479.13,465.26,467.5,11.72368991,10841700,0,1
11/2/2006,467.5,473.73,466.38,469.91,11.78412647,10462900,0,1
11/3/2006,472.23,473.75,465.0615,471.798,11.83147262,9805500,0,1
11/6/2006,473.77,479.66,472.33,476.95,11.96067145,9973000,0,1
11/7/2006,476.955,479.02,471.77,472.57,11.85083238,9784400,0,1
11/8/2006,470.35,481.74,468.6,475,11.91177049,15914000,0,1
11/9/2006,476.5,479.49,471.86,472.63,11.85233703,9748600,0,1
11/10/2006,473.78,474.72,470.29,473.55,11.87540825,5587800,0,1
11/13/2006,474.9,481.17,474.14,481.03,12.06298729,8675100,0,1
11/14/2006,480.7,489.95,480.5,489.3,12.27037748,14432300,0,1
11/15/2006,493.43,499.85,491.93,491.93,12.33633107,16724600,0,1
11/16/2006,495,497.68,492.56,495.9,12.4358884,10175000,0,1
11/17/2006,493.25,499.66,493,498.79,12.50836212,11010900,0,1
11/20/2006,498.4,498.4,492.65,495.05,12.4145726,10238700,0,1
11/21/2006,496.54,510,495.83,509.65,12.78070281,16838100,0,1
11/22/2006,510.97,513,505.78,508.01,12.73957585,8992300,0,1
11/24/2006,504.5,507.5,504,505,12.66409284,3461900,0,1
11/27/2006,501.37,501.78,484.75,484.75,12.15627526,14634700,0,1
11/28/2006,481.13,489.86,477.03,489.5,12.27539296,15579600,0,1
11/29/2006,494.24,494.74,482.25,484.65,12.15376752,12617900,0,1
11/30/2006,484.19,490.4,481.55,484.81,12.1577799,11143800,0,1
12/1/2006,485.98,488.39,478.5,480.8,12.05721948,11251500,0,1
12/4/2006,483,487.43,479.35,484.85,12.158783,9790000,0,1
12/5/2006,487.4,489.44,484.89,487,12.21269943,8197700,0,1
12/6/2006,486.96,492.4,484.52,488.71,12.25558181,8891600,0,1
12/7/2006,490.23,491.8,482.42,482.64,12.10336192,9319200,0,1
12/8/2006,481.94,488.6,480,484.11,12.14022571,7941800,0,1
12/11/2006,484.92,488.9,483.8,483.93,12.13571178,6520200,0,1
12/12/2006,483.85,486.36,480.28,481.78,12.08179534,8353600,0,1
12/13/2006,484.69,485.5,477.02,478.99,12.01182937,9314800,0,1
12/14/2006,480.25,483.75,477.26,482.12,12.09032166,9488300,0,1
12/15/2006,482.635,484.11,479.84,480.3,12.04468078,10371200,0,1
12/18/2006,482.505,482.74,460.72,462.8,11.60582607,16017100,0,1
12/19/2006,461.72,469.31,458.5,468.63,11.75202738,13160800,0,1
12/20/2006,470,471.5,462.33,462.9,11.60833381,8726800,0,1
12/21/2006,464.185,465.25,452.3405,456.2,11.44031516,13892600,0,1
12/22/2006,457.5,458.64,452.73,455.58,11.42476716,7968600,0,1
12/26/2006,456.52,459.47,454.59,457.53,11.47366811,4144400,0,1
12/27/2006,460,468.08,459.1,468.03,11.73698094,8454500,0,1
12/28/2006,467.12,468.58,462.25,462.56,11.59980749,6226100,0,1
12/29/2006,462.1,464.47,459.86,460.48,11.54764648,5113200,0,1
1/3/2007,466,476.66,461.11,467.59,11.72594687,15397500,0,1
1/4/2007,469,483.95,468.35,483.26,12.11890991,15759400,0,1
1/5/2007,482.5,487.5,478.11,487.19,12.21746414,13730400,0,1
1/8/2007,487.69,489.87,482.2,483.58,12.12693469,9499200,0,1
1/9/2007,485.45,488.25,481.2,485.5,12.17508332,10752000,0,1
1/10/2007,484.43,493.55,482.04,489.46,12.27438987,11925000,0,1
1/11/2007,497.2,501.75,496.18,499.72,12.53168411,14401900,0,1
1/12/2007,501.99,505,500,505,12.66409284,8938400,0,1
1/16/2007,507.55,513,503.3,504.28,12.64603711,15122600,0,1
1/17/2007,503.395,507.77,494.38,497.28,12.47049522,13384800,0,1
1/18/2007,494.52,496.48,487.43,487.83,12.23351368,11852100,0,1
1/19/2007,487.98,490.76,486.74,489.75,12.28166231,9946600,0,1
1/22/2007,492.5,492.65,478.5,480.84,12.05822258,10797700,0,1
1/23/2007,480.79,484.75,477.29,479.05,12.01333401,9321600,0,1
1/24/2007,484.445,499.54,483.29,499.07,12.51538379,12106400,0,1
1/25/2007,501,504.5,485.66,488.09,12.24003381,12724200,0,1
1/26/2007,490.93,497.9,487.03,495.84,12.43438375,10982000,0,1
1/29/2007,498,498.75,490.5,492.47,12.34987287,9541800,0,1
1/30/2007,494,498,491.22,494.32,12.39626609,8352600,0,1
1/31/2007,496.49,505,495.51,501.5,12.5763219,24387700,0,1
2/1/2007,506,506.01,481.53,481.75,12.08104302,31286000,0,1
2/2/2007,482.61,485,477.81,481.5,12.07477367,12560400,0,1
2/5/2007,477.5,478,466.19,467.16,11.71516359,14399300,0,1
2/6/2007,468.1,473.3,467.26,471.48,11.82349801,10633100,0,1
2/7/2007,473.82,474.35,468.78,470.01,11.78663421,8231300,0,1
2/8/2007,468.05,473.75,465.15,471.03,11.81221317,8145200,0,1
2/9/2007,471.65,472.68,461.5,461.89,11.58300563,9707400,0,1
2/12/2007,460.68,462.39,455.02,458.29,11.49272695,11497400,0,1
2/13/2007,459.155,462.78,457.26,459.1,11.51303965,8117000,0,1
2/14/2007,460,469.13,459.22,465.93,11.68431837,11386200,0,1
2/15/2007,466,466.13,460.72,461.47,11.57247312,8076700,0,1
2/16/2007,462.8,470.15,462.06,469.94,11.78487879,12341600,0,1
2/20/2007,468.47,472.75,464.71,472.1,11.839046,8127000,0,1
2/21/2007,469.84,478.68,467.74,475.86,11.93333707,11269900,0,1
2/22/2007,478.69,484.24,474.39,475.85,11.93308629,11476300,0,1
2/23/2007,475.75,476.95,467.8,470.62,11.80193143,7757400,0,1
2/26/2007,472.83,475.25,463.75,464.93,11.65924096,7931800,0,1
2/27/2007,455,459.8,447.17,448.77,11.25398999,18606900,0,1
2/28/2007,450.41,453.67,443.04,449.45,11.27104263,16048500,0,1
3/1/2007,442.67,452.42,440,448.23,11.24044819,17353000,0,1
3/2/2007,445.11,448.7,438.68,438.68,11.00095891,13154000,0,1
3/5/2007,437.02,445.5,437,440.945,11.05775924,12697400,0,1
3/6/2007,447.47,459,447.38,457.55,11.47416966,15052300,0,1
3/7/2007,462.69,463.14,454.29,455.64,11.42627181,13055100,0,1
3/8/2007,459.22,465.5,454.1,454.72,11.40320059,10714800,0,1
3/9/2007,458,458.4,450.1,452.96,11.35906434,9945400,0,1
3/12/2007,452.57,455.25,451.11,454.75,11.40395291,6923800,0,1
3/13/2007,450.11,451.93,442.83,443.03,11.11004565,12741800,0,1
3/14/2007,443.23,448.66,439,448,11.23468038,16017700,0,1
3/15/2007,447.86,449.822,443.94,446.19,11.18929027,7880500,0,1
3/16/2007,445.65,446.7,439.89,440.85,11.05537689,11306800,0,1
3/19/2007,443.25,448.5,440.63,447.23,11.21537078,10385000,0,1
3/20/2007,445.79,447.6,443.6,445.28,11.16646982,6836100,0,1
3/21/2007,445.3,456.57,445.215,456.55,11.44909225,11585000,0,1
3/22/2007,455.61,462.17,452.53,462.04,11.58676724,11350000,0,1
3/23/2007,461.45,463.39,457.08,461.83,11.58150098,8214300,0,1
3/26/2007,460.55,465,455.62,465,11.66099638,9411100,0,1
3/27/2007,463.55,465.23,460.34,463.62,11.62638955,7474900,0,1
3/28/2007,461.87,465.44,460.15,461.88,11.58275485,9174000,0,1
3/29/2007,464.55,466,455,460.92,11.55868054,7969000,0,1
3/30/2007,462.1,463.4,456.14,458.16,11.48946688,6753600,0,1
4/2/2007,457.76,458.53,452.12,458.53,11.49874553,6890100,0,1
4/3/2007,464.05,474.25,464,472.6,11.85158471,12990500,0,1
4/4/2007,472.14,473,469.58,471.02,11.8119624,7550000,0,1
4/5/2007,471.3,472.09,469.62,471.51,11.82425033,5426100,0,1
4/9/2007,472.98,473,465.59,468.21,11.74149487,6118000,0,1
4/10/2007,467.09,470.79,465.16,466.5,11.6986125,5952600,0,1
4/11/2007,466.06,469.4,462.61,464.53,11.64921,7616300,0,1
4/12/2007,464,468,462.24,467.39,11.72093139,5410300,0,1
4/13/2007,468.45,468.77,463.36,466.29,11.69334624,5584000,0,1
4/16/2007,468.4566,476.99,468.15,474.27,11.89346398,10145600,0,1
4/17/2007,473.8,476.39,471.6,472.8,11.85660019,6413700,0,1
4/18/2007,471.26,479.9,469.53,476.01,11.93709868,11329600,0,1
4/19/2007,474.5,481.95,469.59,471.65,11.82776117,21997100,0,1
4/20/2007,490.52,492.5,482.02,482.48,12.09934953,24298600,0,1
4/23/2007,480.1,485,478.26,479.08,12.01408633,11337800,0,1
4/24/2007,478.61,479.98,475.55,477.53,11.97521635,7382000,0,1
4/25/2007,480,481.37,476.11,477.99,11.98675195,7925600,0,1
4/26/2007,478.1,484.45,477.11,481.18,12.0667489,8241500,0,1
4/27/2007,480.07,482.4,478.33,479.01,12.01233091,5845500,0,1
4/30/2007,479.15,481.35,471.38,471.38,11.82099026,7275100,0,1
5/1/2007,472.19,472.81,464.17,469,11.76130602,7309000,0,1
5/2/2007,468.65,471.08,465.73,465.78,11.68055676,6119200,0,1
5/3/2007,466.22,474.07,465.29,473.23,11.86738348,7181200,0,1
5/4/2007,470.12,474.84,465.88,471.12,11.81447014,7892100,0,1
5/7/2007,472.14,472.82,466.47,467.27,11.7179221,6034100,0,1
5/8/2007,466.13,468.17,464.73,466.81,11.70638649,5804300,0,1
5/9/2007,466.15,471.73,463.88,469.25,11.76757538,7772000,0,1
5/10/2007,467.04,469.49,461.02,461.47,11.57247312,7365200,0,1
5/11/2007,461.83,467,461,466.74,11.70463107,5882300,0,1
5/14/2007,465.48,467.51,460,461.78,11.58024711,7737600,0,1
5/15/2007,461.96,462.54,457.41,458,11.4854545,8229700,0,1
5/16/2007,462,473.14,459.02,472.61,11.85183548,13095200,0,1
5/17/2007,472.46,475.22,470.81,470.96,11.81045775,9311800,0,1
5/18/2007,472.03,472.7,469.75,470.32,11.79440821,7384400,0,1
5/21/2007,469.53,479.2,466.72,470.6,11.80142988,12306200,0,1
5/22/2007,473,479.01,473,475.86,11.93333707,7670300,0,1
5/23/2007,480.8206,483.4103,473.75,473.97,11.88594076,10110200,0,1
5/24/2007,475.15,479.2,471.5,474.33,11.89496863,8338800,0,1
5/25/2007,479.7,484.95,477.27,483.52,12.12543004,10686300,0,1
5/29/2007,485,491.8,484,487.11,12.21545795,10425500,0,1
5/30/2007,484.5,498.84,483,498.6,12.50359741,14477100,0,1
5/31/2007,500.56,508.78,497.06,497.909,12.48626892,17830700,0,1
6/1/2007,501,505.02,497.93,500.397,12.54866152,9588400,0,1
6/4/2007,497.91,510.51,497.59,507.07,12.71600308,14187700,0,1
6/5/2007,509.75,519,506.61,518.84,13.01116422,20873300,0,1
6/6/2007,516.75,520.78,515.26,518.25,12.99636854,15757600,0,1
6/7/2007,519.75,526.5,512.51,515.06,12.9163716,21239700,0,1
6/8/2007,516.2,519.64,509.46,515.49,12.92715489,12703600,0,1
6/11/2007,514.02,518.25,510,511.34,12.82308363,9286100,0,1
6/12/2007,508.71,511.67,503.17,504.77,12.65832504,12826100,0,1
6/13/2007,507.0872,508.54,498.69,505.24,12.67011142,14053900,0,1
6/14/2007,505.38,505.88,501.7,502.84,12.60992563,9233100,0,1
6/15/2007,508.19,509,501.23,505.89,12.68641174,12335800,0,1
6/18/2007,506.18,516,504.24,515.2,12.91988244,9662100,0,1
6/19/2007,514.01,517.25,511.54,514.31,12.89756354,8701800,0,1
6/20/2007,516.96,518.75,509.06,509.97,12.78872758,8667700,0,1
6/21/2007,510.98,515.29,506.28,514.11,12.89254806,8810500,0,1
6/22/2007,516.42,524.99,516.1,524.98,13.16513952,14392900,0,1
6/25/2007,528.98,534.99,523.38,527.42,13.22632841,15834100,0,1
6/26/2007,532.73,533.2,526.24,530.26,13.29754826,11367600,0,1
6/27/2007,525,527.99,519.56,526.29,13.19799093,12233900,0,1
6/28/2007,524.88,529.5,523.8,525.01,13.16589185,8328400,0,1
6/29/2007,526.02,527.4,519.46,522.7001,13.10796553,7753400,0,1
7/2/2007,525.49,531.85,524.2,530.38,13.30055755,6968200,0,1
7/3/2007,531.06,534.4,527.5,534.34,13.3998641,3739800,0,1
7/5/2007,535.56,544.4,532.15,541.63,13.58267843,9875900,0,1
7/6/2007,541.25,543.87,538.73,539.4,13.5267558,5488500,0,1
7/9/2007,543,548.74,540.26,542.56,13.60600042,7452100,0,1
7/10/2007,543.79,547,541.65,543.34,13.6255608,7704200,0,1
7/11/2007,543.61,546.5,540.01,544.47,13.65389828,6611900,0,1
7/12/2007,545.86,547.32,540.22,545.33,13.67546485,6876300,0,1
7/13/2007,547.91,552.67,547.25,552.16,13.84674357,10463700,0,1
7/16/2007,550.3,558.58,549.31,552.99,13.86755782,13185800,0,1
7/17/2007,555.04,557.73,552.38,555,13.91796342,8648500,0,1
7/18/2007,553.89,554.5,543.81,549.5,13.78003766,12147800,0,1
